SR.No,text,Timestamp,Username,Platform,Hashtags,Retweets,Likes,Country,preprocessed_text,sentiment_score,sentiment_label
320," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",28-02-2022 21:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,-0.5994,Negative
321," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",15-10-2019 10:30, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,bitterness bitter chill air freezing moments icicles resentment dangle precariously landscape memory,-0.8316,Negative
322," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",01-12-2017 18:50, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA ,loneliness solitary moon starless sky casting cold glow landscape isolation echoes bounce empty spaces,-0.743,Negative
323," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",18-04-2020 16:15, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,yearning warmth vanished sun heartache painted hues sunset never graced horizon,0.428,Positive
324," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",07-01-2023 03:30, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India ,fearful eyes scanning shadows prisoner night terrorized lurking monsters born mind 's darkest corners,-0.9382,Negative
325," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",10-06-2021 10:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,apprehensive whispers wind forecast uncertainty mind 's weather vane spinning wildly storm doubt,-0.5994,Negative
326," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",22-02-2020 15:20, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,overwhelmed maze expectations minotaur pressure lurking labyrinth waiting devour spirit resilience,-0.2023,Negative
327," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",17-03-2018 14:45, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK ,jealousy festering wound pain intensifying glance garden others achievements blooming beyond fence,-0.6808,Negative
328," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",28-10-2022 11:15, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,devastated heart ruins echoes shattered dreams reverberating chambers requiem whole,-0.8074,Negative
329," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",01-11-2020 12:30, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,frustrated attempts untangle knot confusion threads understanding slipping labyrinth miscommunication,-0.6808,Negative
330," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",15-01-2021 22:10, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA ,envious eyes locked treasure chest opportunities heartache fueled desire keys seem forever elusive,0.6597,Positive
331," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",18-08-2018 14:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference,-0.2732,Negative
332," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",07-01-2022 11:10, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,shattered dreams lie floor like fragments glass mosaic disappointment crafted hands frustration,-0.6486,Negative
333," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",19-09-2019 03:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,loneliness silent companion night echo chamber solitude heart 's solitary nocturne,-0.4215,Negative
334,Awe-struck by the breathtaking sunrise over the mountains.      ,03-04-2022 06:15, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,awe-struck breathtaking sunrise mountains,0.4588,Positive
335,Navigating through the challenges with determination.          ,12-10-2023 10:30, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            ,navigating challenges determination,0.4588,Positive
336,Nostalgia hits while flipping through an old photo album.     ,28-06-2019 19:00, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22,45, UK                ,nostalgia hits flipping old photo album,0.0,Neutral
337,Thrilled to witness the grandeur of a cultural festival.       ,15-09-2020 14:45, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40,80, India              ,thrilled witness grandeur cultural festival,0.8591,Positive
338,Calmness found in the rhythm of raindrops on the windowpane.   ,08-11-2017 21:20, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18,35, Australia          ,calmness found rhythm raindrops windowpane,0.4019,Positive
339,Overwhelmed by the support received during a personal challenge.,20-05-2021 17:30, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,overwhelmed support received personal challenge,0.4939,Positive
340,Excitement builds as the countdown to a long-awaited vacation begins. ,10-01-2023 12:00, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30,60, France            ,excitement builds countdown long-awaited vacation begins,0.4939,Positive
341,"Reflecting on life's journey, grateful for the lessons learned. ",05-12-2018 08:45, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35,70, Brazil            ,reflecting life 's journey grateful lessons learned,0.4588,Positive
342,Bittersweet emotions arise while bidding farewell to a dear friend. ,15-03-2020 18:30, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20,40, Japan             ,bittersweet emotions arise bidding farewell dear friend,0.6705,Positive
343,Curiosity sparked by exploring a mysterious ancient ruin.      ,22-08-2016 15:10, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18,35, Greece            ,curiosity sparked exploring mysterious ancient ruin,-0.5859,Negative
344,Admiration for the intricate details of a handcrafted masterpiece. ,20-08-2019 16:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25,50, USA               ,admiration intricate details handcrafted masterpiece,0.8481,Positive
345,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,08-12-2021 19:30, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18,35, Canada            ,overjoyed warmth cozy fireplace winter evening,0.7717,Positive
346,Inspiration strikes while observing the colors of a vibrant sunset.,10-06-2020 20:45, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30,60, UK                ,inspiration strikes observing colors vibrant sunset,0.6486,Positive
347,Motivated to achieve fitness goals after an invigorating workout.  ,28-02-2022 07:15, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40,80, Australia          ,motivated achieve fitness goals invigorating workout,0.802,Positive
348,Gratitude for the simple joys found in a cup of morning coffee.    ,15-04-2017 08:00, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22,45, India             ,gratitude simple joys found cup morning coffee,0.7579,Positive
349,Feeling empowered after conquering a challenging hiking trail.     ,05-09-2018 14:20, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35,70, USA               ,feeling empowered conquering challenging hiking trail,0.2732,Positive
350,Amused by the antics of playful kittens during playtime.           ,22-10-2022 12:45, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15,30, Canada            ,amused antics playful kittens playtime,0.6908,Positive
351,Contemplating life's mysteries under the starry night sky.         ,02-07-2016 23:30, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,contemplating life 's mysteries starry night sky,0.0,Neutral
352,Joyful reunion with long-lost friends after years of separation.   ,18-11-2020 17:10, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,joyful reunion long-lost friends years separation,0.7906,Positive
353,Excitement builds while preparing for a surprise celebration.     ,05-03-2023 15:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,excitement builds preparing surprise celebration,0.6486,Positive
354,Satisfaction derived from successfully completing a DIY project.  ,01-12-2015 11:30, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,satisfaction derived successfully completing diy project,0.7269,Positive
355,Feeling blessed for the supportive community in times of need.    ,10-09-2021 09:45, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18,35, UK                ,feeling blessed supportive community times need,0.765,Positive
356,Captivated by the serenity of a tranquil garden in full bloom.     ,12-05-2018 14:20, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22,45, Canada            ,captivated serenity tranquil garden full bloom,0.4215,Positive
357,Anticipation for an upcoming adventure in an exotic destination.   ,25-07-2022 10:00, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40,80, India             ,anticipation upcoming adventure exotic destination,0.4019,Positive
358,Reflecting on personal growth achieved through life experiences.  ,08-03-2019 18:30, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35,70, USA               ,reflecting personal growth achieved life experiences,0.3818,Positive
359,Nostalgic memories flood in while revisiting childhood favorites. ,28-01-2017 21:15, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20,40, Australia          ,nostalgic memories flood revisiting childhood favorites,0.4215,Positive
360,Appreciation for the vibrant culture experienced during travel.   ,14-11-2016 13:45, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28,55, UK                ,appreciation vibrant culture experienced travel,0.7717,Positive
